"","date","site.x","SNOD","ant1d_SNOD","delta","day","slope","aspect","tpi","pai_mean","pai_sd","rumple","height_max","height_mean","height_95pct","canopy_relief_ratio","entropy","pct_conifer","ndvi_total_mean","ndvi_con_mean","vertical_gap_fraction","Elevation","X","mean_temp","max_temp","min_temp","total_solar","pressure","rel_humidity","precip","avg_wind_speed","max_wind_speed","ant3d_precip","ant1d_mean_temp","ant1d_max_temp","ant1d_min_temp","site.y"
"1",2022-12-02,"RB01",17.9428333333333,12.6095,5.33333333333333,336,18.8492110492863,0.990418030042634,-0.200567823343818,1.22118820790626,0.489738270449837,2.13167284521693,9.90559077809798,5.33888393484728,9.42918011527378,0.522876259427562,0.671142208730984,0.485745917520066,0.271223768784347,0.398257934810637,0.00280898876404494,1075.002,3235,-7.28499603815379,-3.85999598711732,-9.55999607205393,1769.70002637058,90739.1666666667,87.9515316915146,0,5.45948889201555,11.101801821017,33.4000004976988,-7.64332937682671,-0.6599959394336,-9.45999607056382,"SUMM"
"2",2022-12-02,"RB02",6.9429,6.9429,0,336,21.0920387884197,0.871278910958957,-0.107034700315467,1.75706655528511,0.690797753166145,1.99596680267241,10.2483714285714,6.02216156927281,9.72522571428571,0.564717311975303,0.716814329769529,0.85631389886709,0.403910846854289,0.431419360525881,0,910.188,3235,-7.28499603815379,-3.85999598711732,-9.55999607205393,1769.70002637058,90739.1666666667,87.9515316915146,0,5.45948889201555,11.101801821017,33.4000004976988,-7.64332937682671,-0.6599959394336,-9.45999607056382,"SUMM"
"3",2022-12-02,"RB07",2.7405,2.2405,0.5,336,8.95587420214097,0.412523217484591,0.0294006309148926,0.82835162902426,0.3468780600559,1.54977474440191,17.7661449275362,8.39186487559345,17.2029869565217,0.457803207556994,0.515072281691947,0.0585121203677905,0.224956911750841,0.325566951076625,0,613.31,3235,-7.28499603815379,-3.85999598711732,-9.55999607205393,1769.70002637058,90739.1666666667,87.9515316915146,0,5.45948889201555,11.101801821017,33.4000004976988,-7.64332937682671,-0.6599959394336,-9.45999607056382,"SUMM"
"4",2022-12-02,"SPST",1.6077,-1.3923,3,336,1.61873767187546,0.856293501285102,0.0222397476340745,0.0314358492351577,0.138589053312447,1.11935762416751,0.157470930232558,0.0490288276455027,0.135970930232558,0.167691122029066,0.672277063805575,0.880998613037448,0.457496271442363,0.493888655661471,0.882352941176471,87.108,3235,-7.28499603815379,-3.85999598711732,-9.55999607205393,1769.70002637058,90739.1666666667,87.9515316915146,0,5.45948889201555,11.101801821017,33.4000004976988,-7.64332937682671,-0.6599959394336,-9.45999607056382,"SUMM"
"5",2022-12-02,"SUMM",18.5167,18.5167,0,336,16.8131328681955,0.232013452103708,-0.646277602524606,0.57304016387633,0.826097359847856,1.66090977533873,1.89317280453258,0.845690280137932,1.64348866855524,0.364873409252604,0.767791155592941,0.172240802675585,0.110550909185658,0.39038067790644,0.368715083798883,1168.568,3235,-7.28499603815379,-3.85999598711732,-9.55999607205393,1769.70002637058,90739.1666666667,87.9515316915146,0,5.45948889201555,11.101801821017,33.4000004976988,-7.64332937682671,-0.6599959394336,-9.45999607056382,"SUMM"
"6",2022-12-03,"RB01",15.6095,17.9428333333333,-2.33333333333333,337,18.8492110492863,0.990418030042634,-0.200567823343818,1.22118820790626,0.489738270449837,2.13167284521693,9.90559077809798,5.33888393484728,9.42918011527378,0.522876259427562,0.671142208730984,0.485745917520066,0.271223768784347,0.398257934810637,0.00280898876404494,1075.002,3236,-0.226662599643097,3.14000411719081,-4.05999599009755,698.600010409951,89912.5,81.7382089939886,4.60000006854534,13.1851789165429,17.8488097500764,32.4000004827976,-7.28499603815379,-3.85999598711732,-9.55999607205393,"SUMM"
"7",2022-12-03,"RB02",5.9429,6.9429,-1,337,21.0920387884197,0.871278910958957,-0.107034700315467,1.75706655528511,0.690797753166145,1.99596680267241,10.2483714285714,6.02216156927281,9.72522571428571,0.564717311975303,0.716814329769529,0.85631389886709,0.403910846854289,0.431419360525881,0,910.188,3236,-0.226662599643097,3.14000411719081,-4.05999599009755,698.600010409951,89912.5,81.7382089939886,4.60000006854534,13.1851789165429,17.8488097500764,32.4000004827976,-7.28499603815379,-3.85999598711732,-9.55999607205393,"SUMM"
"8",2022-12-03,"RB07",1.7405,2.7405,-1,337,8.95587420214097,0.412523217484591,0.0294006309148926,0.82835162902426,0.3468780600559,1.54977474440191,17.7661449275362,8.39186487559345,17.2029869565217,0.457803207556994,0.515072281691947,0.0585121203677905,0.224956911750841,0.325566951076625,0,613.31,3236,-0.226662599643097,3.14000411719081,-4.05999599009755,698.600010409951,89912.5,81.7382089939886,4.60000006854534,13.1851789165429,17.8488097500764,32.4000004827976,-7.28499603815379,-3.85999598711732,-9.55999607205393,"SUMM"
"9",2022-12-03,"SPST",1.6077,1.6077,0,337,1.61873767187546,0.856293501285102,0.0222397476340745,0.0314358492351577,0.138589053312447,1.11935762416751,0.157470930232558,0.0490288276455027,0.135970930232558,0.167691122029066,0.672277063805575,0.880998613037448,0.457496271442363,0.493888655661471,0.882352941176471,87.108,3236,-0.226662599643097,3.14000411719081,-4.05999599009755,698.600010409951,89912.5,81.7382089939886,4.60000006854534,13.1851789165429,17.8488097500764,32.4000004827976,-7.28499603815379,-3.85999598711732,-9.55999607205393,"SUMM"
"10",2022-12-03,"SUMM",15.5167,18.5167,-3,337,16.8131328681955,0.232013452103708,-0.646277602524606,0.57304016387633,0.826097359847856,1.66090977533873,1.89317280453258,0.845690280137932,1.64348866855524,0.364873409252604,0.767791155592941,0.172240802675585,0.110550909185658,0.39038067790644,0.368715083798883,1168.568,3236,-0.226662599643097,3.14000411719081,-4.05999599009755,698.600010409951,89912.5,81.7382089939886,4.60000006854534,13.1851789165429,17.8488097500764,32.4000004827976,-7.28499603815379,-3.85999598711732,-9.55999607205393,"SUMM"
