previous_snod,previous_snod_delta,previous_3d_precip,day_mean_temp,day_max_temp,day_min_temp,day_total_solar,day_pressure,day_rel_humidity,day_precip,dav_avg_wind_speed,day_max_wind_speed,snod_delta,pai_mean,pai_sd,rumple,height_max,height_mean,height_95pct,canopy_relief_ratio,entropy,pct_conifer,ndvi_total_mean,ndvi_con_mean,vertical_gap_fraction,Elevation
0.8714,,32.2000004798174,-8.48082938930643,-5.15999600648883,-9.9599960780144,2244.1000334397,90878.75,63.2026800203179,0.0,4.86278397838454,8.02122197158771,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,26.5000003948808,-6.62666269501053,-5.15999600648883,-8.15999605119231,1804.60002689064,90522.5,78.4000191943604,2.20000003278255,4.83401120155968,7.74661227817924,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,1.20000001788139,-9.30999606832864,-5.35999600946906,-12.9599961227179,2197.80003274977,90103.75,88.2568736633187,1.00000001490116,4.2669478622828,8.69770097523166,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,2.20000003278255,-10.0474960793183,-8.85999606162312,-12.4599961152673,2122.10003162175,90242.9166666667,82.7498109962862,0.0,9.59130368903566,11.5277926751148,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,3.20000004768372,-12.3849961141497,-6.55999602735045,-16.4599961748719,1013.90001510829,89867.5,98.1276585387948,0.600000008940697,9.47028501841446,13.597794141347,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,3.20000004768372,-4.96416267023735,-2.95999597370627,-6.55999602735045,2069.0000308305,90439.5833333333,100.0,0.0,9.38168105397009,17.5616061108127,0.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
0.8714,0.0,1.60000002384186,-5.40582934348536,-4.75999600052836,-6.65999602884057,918.800013691187,89562.9166666667,100.0,8.30000012367964,12.691403825276,14.6632195103189,7.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
7.8714,7.0,0.600000008940697,-5.08499600537124,-4.15999599158766,-6.95999603331092,1193.00001777709,88581.25,100.0,9.50000014156103,6.30024946508727,11.4179684657705,1.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
8.8714,1.0,8.90000013262033,-8.10999605044725,-6.95999603331092,-8.85999606162312,968.200014427304,88876.25,100.0,0.500000007450581,4.95582195322397,7.83900515571668,-1.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
7.8714,-1.0,17.8000002652407,-8.87249606180939,-8.35999605417254,-9.45999607056382,996.700014851987,89559.5833333333,100.0,0.600000008940697,6.48553041719742,9.97647247108041,2.0,0.732210267752467,0.547469422467568,4.80134768881647,22.8673504273504,11.2297633396598,21.7743176638177,0.44114937659794,0.397439561498425,0.126694329183956,0.233485585533371,0.325661594553984,0.0865921787709497,196.0
