previous_snod,previous_snod_delta,previous_3d_precip,day_mean_temp,day_max_temp,day_min_temp,day_total_solar,day_pressure,day_rel_humidity,day_precip,dav_avg_wind_speed,day_max_wind_speed,snod_delta,pai_mean,pai_sd,rumple,height_max,height_mean,height_95pct,canopy_relief_ratio,entropy,pct_conifer,ndvi_total_mean,ndvi_con_mean,vertical_gap_fraction,Elevation
-0.7781869783400214,0.037141419709900036,-0.39285714285714224,0.238851749901692,0.012048192771083599,0.2878228782287833,-0.8514276135665203,0.10694567881282113,0.9117273321381945,-0.9099099099099099,-0.5992669999440646,-0.5870676905081367,-0.19749216300940442,-0.2342419955622712,-0.5915375527990482,-0.905646147722544,0.6211393904276026,0.12157821299655858,0.597865586863114,-0.04526173817483714,-0.7779715654854125,-0.9844267184188288,-0.7800791249810186,-1.0,-0.9490044406245522,0.05886247093713881
-0.9608738194133599,0.08931367634076626,-0.9241071428571428,-0.18836020448289337,-0.42971887550200927,-0.15129151291512877,-0.859501592445661,-0.21634213999086305,0.6956666407826912,-0.9845559845559846,-0.30099763504019117,-0.34049864239633987,0.0031347962382444194,0.03396082116855892,-0.710450362659307,-0.9761049157890382,0.8161732106999577,0.5250670532916293,0.8621253548484391,0.4387094889212022,-0.42694003805740666,-0.07958755131852957,-0.3404955649441195,-0.7886894541408358,-1.0,0.011870727325629327
-0.9290784664392278,0.10235674049848265,-0.8169642857142857,-0.14935116004718718,-0.44176706827309364,-0.055350553505535416,-0.6119181985807672,0.1067302254180924,0.7415900710934147,-0.9948519948519948,-0.8398304532401462,-0.7565684188807019,0.0031347962382444194,-0.22727944695229596,-0.36070799841172074,-0.9763665431186574,0.6800567994707705,0.004361450768473496,0.6294684255065446,-0.20193684864365402,-0.8234701749088684,-0.31821332311197503,-0.3957453289288737,-0.5643110401161471,-0.9716691336803068,-0.3419483083701931
-0.9835694058029646,0.08931367634076626,-1.0,0.6128981517892278,0.44176706827309387,0.675276752767529,-0.5480527462703257,-0.01947160054942554,0.9567641701429332,-0.8018018018018017,-0.5004833139651912,-0.5160937180403766,-0.021943573667711602,-0.2342419955622712,-0.5915375527990482,-0.905646147722544,0.6211393904276026,0.12157821299655858,0.597865586863114,-0.04526173817483714,-0.7779715654854125,-0.9844267184188288,-0.7800791249810186,-1.0,-0.9490044406245522,0.05886247093713881
-0.6969491185739835,0.08931367634076626,-0.9441964285714286,-0.24388517499016615,-0.4096385542168687,-0.16974169741697454,-0.5541152148404757,-0.6164929573671758,0.5797557700363296,-1.0,-0.7851030685793416,-0.62262002398173,0.008819226750261366,0.4274788912382206,-0.3986489653012799,-0.8836588725542371,0.010540907295589097,-0.030484243894571716,0.01878609948880805,0.7614165455020463,0.4542859036027591,0.21248188733804074,-0.07378580561738657,0.11585792172410914,-0.9943019943019944,0.833491271576366
-0.17197755534456005,0.050184483867616425,-0.9107142857142858,-0.03405426661423383,-0.3132530120481938,0.07749077490775003,-0.2836508912108183,-0.1782068891223173,0.7576765069166898,-1.0,-0.2448380416275896,-0.46078226869221917,-0.021943573667711602,1.0,-0.010570031183379958,-0.7674160609294276,0.35176790843535555,0.29329447622557536,0.3564737246860905,0.7393708828442618,0.603971546653647,0.5066220059334092,0.18473306544999746,0.22361667109180705,-0.9827607079731726,0.33502749905014606
-0.9835495300841778,0.06909692689630553,-0.6919642857142861,0.09241053873378036,-0.11646586345381615,0.11808118081180896,-0.5142481980220162,0.5582128140906213,0.11985101115409913,-1.0,-0.8224048817284385,-0.8093746239106991,-0.008150470219435824,-0.44984614192499495,0.07899462953970038,-0.322337265816087,-0.39106032926534984,-0.5018608929953587,-0.39618890364604187,0.07654395667111125,-0.7489010100227134,-0.7446505192834505,-0.7036808175434281,-0.37901860854621205,-0.20673574304859288,-0.6783042682476508
-0.8198017645497508,0.07627061218304965,-0.9910714285714286,-0.07856861974046281,0.01606425702811154,-0.16974169741697454,-0.21791361680728505,0.5279954754786804,-0.012331638270896894,-1.0,-0.7800763631915847,-0.5460390887857542,0.0658307210031348,0.046375143122998175,0.2367710973244359,-0.6813245313511942,0.2511702370868709,0.08564783824485556,0.25184661234797856,0.31324456352888563,-0.2454679790695674,0.18000551988284474,-0.14045617747380978,-0.2946244733206218,-0.6940266437473133,-0.3353229102990861
-0.9509160843012049,0.10235674049848265,-0.9620535714285715,0.10420762878490075,-0.22088353413654715,0.2398523985239862,-0.8868525451192936,-0.26934367509629953,0.7800493106379585,-0.7837837837837838,0.2206078485164933,-0.1960141361328248,0.5799373040752351,0.8937375942167001,-0.5449857124484616,-0.7853472557953912,0.04567267533042707,0.09385186678243951,0.050902523284995116,0.9689126214319497,0.7121668332179949,0.9563031609904826,0.6911016522052478,0.4514542196888762,-1.0,0.5401906114389998
-0.6477326980832767,0.04366295178875834,-1.0,0.15658670861187685,0.008032128514055437,0.1845018450184508,0.22160138570710086,0.3534243623925788,0.18874505621079374,-1.0,-0.8848414595933342,-0.797402014923344,-0.021943573667711602,-0.44984614192499495,0.07899462953970038,-0.322337265816087,-0.39106032926534984,-0.5018608929953587,-0.39618890364604187,0.07654395667111125,-0.7489010100227134,-0.7446505192834505,-0.7036808175434281,-0.37901860854621205,-0.20673574304859288,-0.6783042682476508
